fitted kmax LoError HiError Pull 
91.9027 0.106217 0.106217 0.0255049 
91.914 0.108095 0.108095 0.129215 
91.9181 0.110362 0.110362 0.163818 
91.878 0.105655 0.105655 -0.221768 
92.0771 0.112296 0.112296 1.57696 
91.9082 0.108502 0.108502 0.0753825 
91.8685 0.105945 0.105945 -0.295464 
91.9094 0.10459 0.10459 0.0900146 
91.843 0.0982152 0.0982152 -0.523175 
91.9591 0.110466 0.110466 0.53511 
91.9065 0.109655 0.109655 0.0589351 
91.9947 0.123537 0.123537 0.766598 
91.9279 0.108791 0.108791 0.25628 
91.815 0.103453 0.103453 -0.835761 
91.9252 0.113343 0.113343 0.222119 
91.9142 0.109425 0.109425 0.130078 
91.8702 0.0984078 0.0984078 -0.284831 
92.0126 0.115318 0.115318 0.976703 
91.9908 0.113752 0.113752 0.798642 
91.877 0.104612 0.104612 -0.227621 
92.0315 0.117464 0.117464 1.11935 
91.9851 0.111713 0.111713 0.761926 
91.9679 0.105758 0.105758 0.641957 
91.921 0.10924 0.10924 0.19268 
91.8993 0.106364 0.106364 -0.00722233 
91.8975 0.107982 0.107982 inf 
91.9358 0.110955 0.110955 0.322721 
91.8558 0.103663 0.103663 -0.441247 
91.9825 0.109863 0.109863 0.751079 
91.9003 0.103437 0.103437 0.00284614 
91.918 0.109935 0.109935 0.163386 
91.9959 0.121674 0.121674 0.787864 
91.8852 0.103782 0.103782 -0.142245 
91.9275 0.112428 0.112428 0.244427 
91.9798 0.107264 0.107264 0.743838 
91.9681 0.107306 0.107306 0.635077 
91.8449 0.0981779 0.0981779 -0.512796 
91.8767 0.106443 0.106443 -0.221206 
92.0481 0.114408 0.114408 1.29432 
91.8919 0.105771 0.105771 -0.0761455 
91.9499 0.108606 0.108606 0.459087 
91.8663 0.0944057 0.0944057 -0.299392 
92.0174 0.116563 0.116563 1.0074 
91.889 0.10196 0.10196 -0.103009 
91.7841 0.109127 0.109127 -1.22352 
91.9283 0.111442 0.111442 0.253683 
91.894 0.100824 0.100824 -0.057162 
91.878 0.105255 0.105255 -0.218908 
91.9022 0.107511 0.107511 0.020704 
92.0746 0.115993 0.115993 1.50493 
91.8811 0.107426 0.107426 -0.192376 
91.97 0.110884 0.110884 0.630961 
91.9724 0.106389 0.106389 0.68073 
91.9972 0.118022 0.118022 0.82364 
91.9425 0.114779 0.114779 0.370095 
91.9201 0.111285 0.111285 0.180464 
91.9087 0.108237 0.108237 0.0806998 
91.9254 0.112638 0.112638 0.225364 
91.9015 0.102826 0.102826 0.0150414 
91.8158 0.101735 0.101735 -0.81222 
91.8421 0.101491 0.101491 -0.561657 
92.0379 0.114933 0.114933 1.19991 
92.0116 0.115735 0.115735 0.964169 
92.0566 0.116248 0.116248 1.34689 
91.9178 0.108002 0.108002 0.164501 
91.8949 0.108357 0.108357 -0.0498016 
91.9644 0.115414 0.115414 0.558354 
91.9634 0.10767 0.10767 0.589171 
92.0768 0.11467 0.11467 1.54208 
92.0283 0.118532 0.118532 1.08216 
92.0526 0.112825 0.112825 1.35253 
91.9389 0.120095 0.120095 0.323908 
91.9674 0.104962 0.104962 0.642579 
91.9928 0.121618 0.121618 0.762863 
