fitted kmax LoError HiError Pull 
88.907 0 0 inf 
88.8582 0.187428 0.187428 -0.802051 
89.0794 0 0 inf 
89.4883 0.178646 0.178646 2.73358 
89.2499 0.197371 0.197371 1.26627 
89.0114 0.182268 0.182268 0.0627094 
89.2945 0.224058 0.224058 1.31436 
88.9007 0.186159 0.186159 -0.578603 
89.3272 0.189748 0.189748 1.72432 
89.3576 0.200188 0.200188 1.78611 
89.2506 0.203515 0.203515 1.23159 
89.1755 0.202697 0.202697 0.865963 
89.3782 0.190142 0.190142 1.98895 
89.1494 0.193392 0.193392 0.77238 
89.4986 0.185327 0.185327 2.69041 
89.4026 0.204398 0.204398 1.96986 
88.9217 0.199639 0.199639 -0.452495 
89.3491 0.198623 0.198623 1.75756 
89.6807 0.223155 0.223155 3.05032 
89.1687 0.199083 0.199083 0.847554 
89.1695 0.204797 0.204797 0.8276 
89.4782 0.181162 0.181162 2.63979 
89.4996 0.179507 0.179507 2.78327 
89.0535 0.192478 0.192478 0.277771 
89.3832 0.193436 0.193436 1.98118 
88.8417 0.178813 0.178813 -0.820459 
89.3499 0.196849 0.196849 1.77766 
89.1595 0.1833 0.1833 0.870043 
89.1751 0.190663 0.190663 0.918169 
89.2737 0.202532 0.202532 1.35159 
89.3176 0.189062 0.189062 1.67998 
89.2918 0.20314 0.20314 1.43632 
89.5026 0.193966 0.193966 2.59129 
89.1492 0.188442 0.188442 0.791941 
89.1849 0.192478 0.192478 0.960812 
89.0604 0.190488 0.190488 0.317243 
89.2584 0.201193 0.201193 1.28412 
89.3797 0.210218 0.210218 1.80607 
89.1713 0.196265 0.196265 0.872986 
89.3831 0.203996 0.203996 1.87808 
89.3884 0.203965 0.203965 1.90429 
88.8597 0.15862 0.15862 -0.652658 
89.0898 0.182656 0.182656 0.491495 
89.2071 0.185537 0.185537 1.116 
89.302 0.201594 0.201594 1.49783 
89.5196 0.194867 0.194867 2.66656 
89.415 0.201606 0.201606 2.05871 
89.372 0.194455 0.194455 1.91308 
89.4049 0.203363 0.203363 1.99103 
88.8514 0.187942 0.187942 -0.774121 
89.2253 0.195753 0.195753 1.15119 
89.3947 0.212966 0.212966 1.85324 
89.2827 0.210665 0.210665 1.34211 
88.8782 0.193889 0.193889 -0.648151 
89.4626 0.19481 0.19481 2.37479 
89.0451 0.195319 0.195319 0.230663 
89.3769 0.196675 0.196675 1.91639 
89.4999 0.186798 0.186798 2.67605 
89.3279 0.196798 0.196798 1.66622 
88.9724 0.177516 0.177516 -0.147204 
89.2002 0.192549 0.192549 1.0397 
88.8842 0.181145 0.181145 -0.626969 
89.4904 0.175667 0.175667 2.79166 
89.6039 0.208117 0.208117 2.90159 
89.2527 0.195358 0.195358 1.29377 
89.4234 0.205152 0.205152 2.06389 
88.9466 0.198601 0.198601 -0.263544 
89.3199 0.200227 0.200227 1.59747 
89.1457 0.196945 0.196945 0.739971 
89.2757 0.216574 0.216574 1.27291 
89.4897 0.176816 0.176816 2.76952 
89.5178 0.19768 0.19768 2.61935 
89.264 0.196788 0.196788 1.34177 
89.1353 0.191281 0.191281 0.707246 
89.2092 0.203726 0.203726 1.02686 
89.3712 0.197416 0.197416 1.88007 
89.4978 0.181585 0.181585 2.74145 
89.1268 0.194145 0.194145 0.653018 
89.2833 0.211443 0.211443 1.34005 
89.5637 0.197283 0.197283 2.85737 
89.022 0.193267 0.193267 0.113837 
89.4349 0.197919 0.197919 2.19745 
89.0433 0.191388 0.191388 0.226328 
89.133 0.193084 0.193084 0.689054 
89.1605 0.200548 0.200548 0.800173 
89.3182 0.196616 0.196616 1.61839 
89.2245 0.195492 0.195492 1.14858 
89.3249 0.189902 0.189902 1.71079 
89.4386 0.195544 0.195544 2.24309 
89.1318 0.212264 0.212264 0.62099 
89.545 0.210645 0.210645 2.58707 
89.3131 0.196277 0.196277 1.5953 
89.3381 0.190625 0.190625 1.77387 
88.9939 0.174248 0.174248 -0.0312395 
89.4251 0.207503 0.207503 2.04868 
89.3489 0.2084 0.2084 1.67402 
88.9771 0.172258 0.172258 -0.123256 
89.1976 0.195705 0.195705 1.00945 
89.1813 0.198206 0.198206 0.914664 
88.9099 0.191866 0.191866 -0.526678 
89.1483 0.17994 0.17994 0.824366 
89.3631 0.193433 0.193433 1.87724 
89.0715 0.187742 0.187742 0.380701 
88.8377 0.180334 0.180334 -0.855033 
89.1247 0.19472 0.19472 0.640381 
89.2519 0.200857 0.200857 1.25394 
89.4229 0.199178 0.199178 2.12329 
89.5811 0.199021 0.199021 2.91966 
89.2584 0.210827 0.210827 1.22552 
89.5758 0.199795 0.199795 2.88177 
89.2019 0.201561 0.201561 1.00153 
89.2167 0.187116 0.187116 1.15833 
89.347 0.206175 0.206175 1.68299 
88.9974 0.174427 0.174427 -0.0137442 
89.3332 0.195883 0.195883 1.70116 
89.1121 0.196436 0.196436 0.570807 
89.3083 0.205585 0.205585 1.4996 
89.4639 0.199771 0.199771 2.32232 
89.1693 0.196835 0.196835 0.860258 
89.2329 0.196812 0.196812 1.18338 
88.9948 0.173767 0.173767 -0.0265473 
89.6397 0.206994 0.206994 3.09025 
89.1183 0.186183 0.186183 0.635657 
89.4308 0.202203 0.202203 2.13057 
89.3969 0.207658 0.207658 1.91108 
89.2575 0.2148 0.2148 1.19898 
89.014 0.183603 0.183603 0.0762234 
89.1435 0.188851 0.188851 0.759751 
89.0578 0.207265 0.207265 0.278933 
89.2069 0.192424 0.192424 1.07519 
89.0689 0.184801 0.184801 0.372961 
89.1188 0.184922 0.184922 0.642254 
89.2842 0.210486 0.210486 1.35011 
89.1677 0.196268 0.196268 0.854389 
89.2708 0.202155 0.202155 1.33962 
89.4665 0.181496 0.181496 2.5701 
89.6011 0.212829 0.212829 2.82455 
89.1733 0.20468 0.20468 0.846691 
88.966 0.18226 0.18226 -0.17381 
89.5628 0.207163 0.207163 2.71687 
89.3922 0.213722 0.213722 1.83495 
88.9219 0.217007 0.217007 -0.416196 
88.9877 0.176863 0.176863 -0.0670238 
89.4269 0.198903 0.198903 2.14648 
89.3415 0.189808 0.189808 1.79935 
89.0792 0 0 inf 
89.1924 0.196976 0.196976 0.976961 
89.2743 0.208438 0.208438 1.3161 
89.1449 0.192731 0.192731 0.751705 
89.102 0.197859 0.197859 0.515272 
89.4822 0.182833 0.182833 2.63749 
89.2124 0.208048 0.208048 1.02109 
88.9007 0.208153 0.208153 -0.563779 
88.9934 0.172702 0.172702 -0.0365195 
89.1032 0.17244 0.17244 0.598382 
88.9704 0.187253 0.187253 -0.145748 
89.1559 0.202527 0.202527 0.769851 
89.0184 0.186474 0.186474 0.0986706 
89.4995 0.175492 0.175492 2.84639 
89.3359 0.19889 0.19889 1.68869 
89.0235 0.186474 0.186474 0.126018 
89.3739 0.195654 0.195654 1.91077 
89.5453 0.205013 0.205013 2.66006 
88.9171 0.187509 0.187509 -0.495258 
89.5566 0.206694 0.206694 2.69285 
